STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
District of Columbia,http://doh.dc.gov/page/influenza-season,"""Influenza Information""",Level 4,Low,Jan-19-2019,3,2018-19
District of Columbia,http://doh.dc.gov/page/influenza-season,"""Influenza Information""",Level 4,Low,Jan-26-2019,4,2018-19
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information""""",Level 5,Low,Feb-02-2019,5,2018-19
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information""""",Level 6,Moderate,Feb-09-2019,6,2018-19
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information""""",Level 7,Moderate,Feb-16-2019,7,2018-19
District of Columbia,http://doh.dc.gov/page/influenza-season,"Influenza Information""""",Level 6,Moderate,Feb-23-2019,8,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Oct-06-2018,40,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Oct-13-2018,41,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Oct-20-2018,42,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Oct-27-2018,43,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Nov-03-2018,44,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Nov-10-2018,45,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Nov-17-2018,46,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 2,Minimal,Nov-24-2018,47,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 1,Minimal,Dec-01-2018,48,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 2,Minimal,Dec-08-2018,49,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 2,Minimal,Dec-15-2018,50,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 3,Minimal,Dec-22-2018,51,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 5,Low,Dec-29-2018,52,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 3,Minimal,Jan-05-2019,1,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 2,Minimal,Jan-12-2019,2,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 3,Minimal,Jan-19-2019,3,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"""Weekly Influenza Surveillance Reports""",Level 4,Low,Jan-26-2019,4,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports""""",Level 4,Low,Feb-02-2019,5,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports""""",Level 6,Moderate,Feb-09-2019,6,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports""""",Level 5,Low,Feb-16-2019,7,2018-19
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports""""",Level 5,Low,Feb-23-2019,8,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 3,Minimal,Oct-06-2018,40,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 3,Minimal,Oct-13-2018,41,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 4,Low,Oct-20-2018,42,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 5,Low,Oct-27-2018,43,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 6,Moderate,Nov-03-2018,44,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 6,Moderate,Nov-10-2018,45,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 7,Moderate,Nov-17-2018,46,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 9,High,Nov-24-2018,47,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 8,High,Dec-01-2018,48,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 8,High,Dec-08-2018,49,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 10,High,Dec-15-2018,50,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 10,High,Dec-22-2018,51,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 10,High,Dec-29-2018,52,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 10,High,Jan-05-2019,1,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 8,High,Jan-12-2019,2,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 8,High,Jan-19-2019,3,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"""Weekly Influenza Surveillance in Georgia""",Level 9,High,Jan-26-2019,4,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia""""",Level 10,High,Feb-02-2019,5,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia""""",Level 10,High,Feb-09-2019,6,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia""""",Level 10,High,Feb-16-2019,7,2018-19
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia""""",Level 10,High,Feb-23-2019,8,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Oct-06-2018,40,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Oct-13-2018,41,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Oct-20-2018,42,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Oct-27-2018,43,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Nov-03-2018,44,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Nov-10-2018,45,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Nov-17-2018,46,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Nov-24-2018,47,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Dec-01-2018,48,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Dec-08-2018,49,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Dec-15-2018,50,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Dec-22-2018,51,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Dec-29-2018,52,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 2,Minimal,Jan-05-2019,1,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 3,Minimal,Jan-12-2019,2,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 1,Minimal,Jan-19-2019,3,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"""Hawaii's Influenza Surveillance Program""",Level 5,Low,Jan-26-2019,4,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 6,Moderate,Feb-02-2019,5,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 4,Low,Feb-09-2019,6,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 6,Moderate,Feb-16-2019,7,2018-19
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,"Hawaii's Influenza Surveillance Program""""",Level 7,Moderate,Feb-23-2019,8,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Oct-06-2018,40,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Oct-13-2018,41,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Oct-20-2018,42,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Oct-27-2018,43,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Nov-03-2018,44,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Nov-10-2018,45,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 2,Minimal,Nov-17-2018,46,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Nov-24-2018,47,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Dec-01-2018,48,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Dec-08-2018,49,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Dec-15-2018,50,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 1,Minimal,Dec-22-2018,51,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 3,Minimal,Dec-29-2018,52,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 2,Minimal,Jan-05-2019,1,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 3,Minimal,Jan-12-2019,2,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 4,Low,Jan-19-2019,3,2018-19
Idaho,http://flu.idaho.gov,"""Influenza""",Level 5,Low,Jan-26-2019,4,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 5,Low,Feb-02-2019,5,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 9,High,Feb-09-2019,6,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 6,Moderate,Feb-16-2019,7,2018-19
Idaho,http://flu.idaho.gov,"Influenza""""",Level 7,Moderate,Feb-23-2019,8,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Oct-06-2018,40,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Oct-13-2018,41,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Oct-20-2018,42,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Oct-27-2018,43,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Nov-03-2018,44,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 1,Minimal,Nov-10-2018,45,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 2,Minimal,Nov-17-2018,46,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 2,Minimal,Nov-24-2018,47,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 2,Minimal,Dec-01-2018,48,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 2,Minimal,Dec-08-2018,49,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 2,Minimal,Dec-15-2018,50,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 4,Low,Dec-22-2018,51,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 7,Moderate,Dec-29-2018,52,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 6,Moderate,Jan-05-2019,1,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 4,Low,Jan-12-2019,2,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 4,Low,Jan-19-2019,3,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"""Seasonal Influenza Surveillance Reports""",Level 4,Low,Jan-26-2019,4,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 6,Moderate,Feb-02-2019,5,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 4,Low,Feb-09-2019,6,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 6,Moderate,Feb-16-2019,7,2018-19
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports""""",Level 8,High,Feb-23-2019,8,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Oct-06-2018,40,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Oct-13-2018,41,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Oct-20-2018,42,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Oct-27-2018,43,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Nov-03-2018,44,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Nov-10-2018,45,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 1,Minimal,Nov-17-2018,46,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 2,Minimal,Nov-24-2018,47,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 2,Minimal,Dec-01-2018,48,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 2,Minimal,Dec-08-2018,49,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 3,Minimal,Dec-15-2018,50,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 7,Moderate,Dec-22-2018,51,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 9,High,Dec-29-2018,52,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 7,Moderate,Jan-05-2019,1,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 6,Moderate,Jan-12-2019,2,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 9,High,Jan-19-2019,3,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"""Influenza in Indiana""",Level 8,High,Jan-26-2019,4,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 9,High,Feb-02-2019,5,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 9,High,Feb-09-2019,6,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 9,High,Feb-16-2019,7,2018-19
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana""""",Level 10,High,Feb-23-2019,8,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Oct-06-2018,40,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Oct-13-2018,41,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Oct-20-2018,42,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Oct-27-2018,43,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Nov-03-2018,44,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Nov-10-2018,45,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Nov-17-2018,46,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Nov-24-2018,47,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Dec-01-2018,48,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Dec-08-2018,49,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Dec-15-2018,50,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 1,Minimal,Dec-22-2018,51,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 4,Low,Dec-29-2018,52,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 3,Minimal,Jan-05-2019,1,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 2,Minimal,Jan-12-2019,2,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 4,Low,Jan-19-2019,3,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"""Iowa Influenza Surveillance Network""",Level 4,Low,Jan-26-2019,4,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 5,Low,Feb-02-2019,5,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 4,Low,Feb-09-2019,6,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 6,Moderate,Feb-16-2019,7,2018-19
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network""""",Level 6,Moderate,Feb-23-2019,8,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Oct-06-2018,40,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Oct-13-2018,41,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Oct-20-2018,42,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Oct-27-2018,43,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Nov-03-2018,44,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Nov-10-2018,45,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 2,Minimal,Nov-17-2018,46,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 2,Minimal,Nov-24-2018,47,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 2,Minimal,Dec-01-2018,48,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 1,Minimal,Dec-08-2018,49,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 3,Minimal,Dec-15-2018,50,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 3,Minimal,Dec-22-2018,51,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 7,Moderate,Dec-29-2018,52,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 6,Moderate,Jan-05-2019,1,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 6,Moderate,Jan-12-2019,2,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 8,High,Jan-19-2019,3,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"""Influenza Information""",Level 6,Moderate,Jan-26-2019,4,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 8,High,Feb-02-2019,5,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 9,High,Feb-09-2019,6,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 10,High,Feb-16-2019,7,2018-19
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information""""",Level 10,High,Feb-23-2019,8,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Oct-06-2018,40,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Oct-13-2018,41,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Oct-20-2018,42,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Oct-27-2018,43,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Nov-03-2018,44,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 1,Minimal,Nov-10-2018,45,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 3,Minimal,Nov-17-2018,46,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 3,Minimal,Nov-24-2018,47,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 2,Minimal,Dec-01-2018,48,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 4,Low,Dec-08-2018,49,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 6,Moderate,Dec-15-2018,50,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 8,High,Dec-22-2018,51,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 10,High,Dec-29-2018,52,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 8,High,Jan-05-2019,1,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 10,High,Jan-12-2019,2,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 10,High,Jan-19-2019,3,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"""Influenza - Flu""",Level 10,High,Jan-26-2019,4,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu""""",Level 10,High,Feb-02-2019,5,2018-19
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,"Influenza - Flu""""",Level 10,High,Feb-09-2019,6,2018-19
